year,date,median,low,high
2019,2019-06-22,14.0,0,96
2019,2019-06-23,12.0,0,78
2019,2019-06-24,17.0,0,77
2019,2019-06-25,16.0,0,72
2019,2019-06-26,18.0,0,85
2019,2019-06-27,18.0,0,85
2019,2019-06-28,18.0,0,97
2019,2019-06-29,14.0,0,97
2019,2019-06-30,10.0,0,83
2019,2019-07-01,17.0,0,72
2019,2019-07-02,14.0,0,68
2019,2019-07-03,14.0,0,79
2019,2019-07-04,8.0,0,58
2019,2019-07-05,12.5,0,80
2019,2019-07-06,12.0,0,85
2019,2019-07-07,10.0,0,69
2019,2019-07-08,14.5,0,109
2019,2019-07-09,17.0,0,115
2019,2019-07-10,14.5,0,93
2019,2019-07-11,15.0,0,87
2019,2019-07-12,15.5,0,98
2019,2019-07-13,12.0,0,99
2019,2019-07-14,8.5,0,75
2019,2019-07-15,15.0,0,80
2019,2019-07-16,16.0,0,86
2019,2019-07-17,15.0,0,84
2019,2019-07-18,17.0,0,85
2019,2019-07-19,15.0,0,90
2019,2019-07-20,12.0,0,88
2019,2019-07-21,8.0,0,74
2019,2019-07-22,14.0,0,66
2019,2019-07-23,15.0,0,85
2019,2019-07-24,17.0,0,76
2019,2019-07-25,16.0,0,76
2019,2019-07-26,15.5,0,80
2019,2019-07-27,11.5,0,81
2019,2019-07-28,8.5,0,65
2019,2019-07-29,14.5,0,68
2019,2019-07-30,14.5,0,61
2019,2019-07-31,14.0,0,63
2019,2019-08-01,17.0,0,71
2019,2019-08-02,15.0,0,77
2019,2019-08-03,12.0,0,85
2019,2019-08-04,8.0,0,63
2019,2019-08-05,14.5,0,63
2019,2019-08-06,15.0,0,65
2019,2019-08-07,14.0,0,60
2019,2019-08-08,14.5,0,69
2019,2019-08-09,14.5,0,76
2019,2019-08-10,11.0,0,82
2019,2019-08-11,9.0,0,64
2019,2019-08-12,14.0,0,63
2019,2019-08-13,15.0,0,66
2019,2019-08-14,14.0,0,65
2019,2019-08-15,13.5,0,66
2019,2019-08-16,15.0,0,74
2019,2019-08-17,11.0,0,83
2019,2019-08-18,9.0,0,66
2019,2019-08-19,15.0,0,157
2019,2019-08-20,14.0,0,142
2019,2019-08-21,14.0,0,122
2019,2019-08-22,14.5,0,123
2019,2019-08-23,15.0,0,121
2019,2019-08-24,12.0,0,129
2019,2019-08-25,8.0,0,136
2019,2019-08-26,14.0,0,70
2019,2019-08-27,14.0,0,69
2019,2019-08-28,13.5,0,66
2019,2019-08-29,15.0,0,73
2019,2019-08-30,15.0,0,81
2019,2019-08-31,10.5,0,96
2019,2019-09-01,8.5,0,76
2019,2019-09-02,9.5,0,142
2019,2019-09-03,16.5,0,146
2019,2019-09-04,19.0,0,158
2019,2019-09-05,16.5,0,137
2019,2019-09-06,17.0,0,152
2019,2019-09-07,16.5,0,136
2019,2019-09-08,12.0,0,122
2019,2019-09-09,17.5,0,112
2019,2019-09-10,16.0,0,117
2019,2019-09-11,16.0,0,112
2019,2019-09-12,15.5,0,125
2019,2019-09-13,19.0,0,136
2019,2019-09-14,15.0,0,140
2019,2019-09-15,10.0,0,129
2019,2019-09-16,16.0,0,71
2019,2019-09-17,17.0,0,71
2019,2019-09-18,17.5,0,74
2019,2019-09-19,17.0,0,74
2019,2019-09-20,17.0,0,79
2019,2019-09-21,13.0,0,87
2019,2019-09-22,11.0,0,66
2019,2019-09-23,16.0,0,124
2019,2019-09-24,15.5,0,141
2019,2019-09-25,14.5,0,158
2019,2019-09-26,14.0,0,130
2019,2019-09-27,16.0,0,142
2019,2019-09-28,11.0,0,131
2019,2019-09-29,10.0,0,131
2019,2019-09-30,11.5,0,139
2019,2019-10-01,14.5,0,142
2019,2019-10-02,14.5,0,133
2019,2019-10-03,14.0,0,117
2019,2019-10-04,14.0,0,113
2019,2019-10-05,13.0,0,122
2019,2019-10-06,9.0,0,100
2019,2019-10-07,13.0,0,101
2019,2019-10-08,15.0,0,86
2019,2019-10-09,11.0,0,64
2019,2019-10-10,15.0,0,70
2019,2019-10-11,16.0,0,75
2019,2019-10-12,12.0,0,87
2019,2019-10-13,9.0,0,69
2019,2019-10-14,11.0,0,72
2019,2019-10-15,14.5,0,65
2019,2019-10-16,14.0,0,60
2019,2019-10-17,14.0,0,69
2019,2019-10-18,16.5,0,76
2019,2019-10-19,13.0,0,93
2019,2019-10-20,9.0,0,72
2019,2019-10-21,14.0,0,67
2019,2019-10-22,15.0,0,68
2019,2019-10-23,17.0,0,71
2019,2019-10-24,16.0,0,71
2019,2019-10-25,17.0,0,73
2019,2019-10-26,15.0,0,90
2019,2019-10-27,8.5,0,61
2019,2019-10-28,14.0,0,68
2019,2019-10-29,14.0,0,66
2019,2019-10-30,15.0,0,72
2019,2019-10-31,14.5,0,64
2019,2019-11-01,16.0,0,77
2019,2019-11-02,10.5,0,88
2019,2019-11-03,9.0,0,84
2019,2019-11-04,16.0,0,72
2019,2019-11-05,14.0,0,64
2019,2019-11-06,15.0,0,68
2019,2019-11-07,16.0,0,70
2019,2019-11-08,15.0,0,79
2019,2019-11-09,12.5,0,95
2019,2019-11-10,12.0,0,81
2019,2019-11-11,15.0,0,86
2019,2019-11-12,13.0,0,64
2019,2019-11-13,15.0,0,70
2019,2019-11-14,16.0,0,72
2019,2019-11-15,16.0,0,83
2019,2019-11-16,13.0,0,96
2019,2019-11-17,10.0,0,79
2019,2019-11-18,14.0,0,66
2019,2019-11-19,14.0,0,70
2019,2019-11-20,15.0,0,70
2019,2019-11-21,15.0,0,77
2019,2019-11-22,15.0,0,78
2019,2019-11-23,13.0,0,97
2019,2019-11-24,9.0,0,76
2019,2019-11-25,16.0,0,74
2019,2019-11-26,17.0,0,76
2019,2019-11-27,17.0,0,89
2019,2019-11-28,6.0,0,63
2019,2019-11-29,15.0,0,188
2019,2019-11-30,14.0,0,124
2019,2019-12-01,8.0,0,74
2019,2019-12-02,14.0,0,66
2019,2019-12-03,15.0,0,74
2019,2019-12-04,16.5,0,75
2019,2019-12-05,18.0,0,75
2019,2019-12-06,18.0,0,93
2019,2019-12-07,15.5,0,125
2019,2019-12-08,9.0,0,94
2019,2019-12-09,14.5,0,72
2019,2019-12-10,16.0,0,77
2019,2019-12-11,16.0,0,81
2019,2019-12-12,18.0,0,91
2019,2019-12-13,20.0,0,102
2019,2019-12-14,14.5,0,140
2019,2019-12-15,11.0,0,118
2019,2019-12-16,17.5,0,93
2019,2019-12-17,13.5,0,86
2019,2019-12-18,17.5,0,107
2019,2019-12-19,16.5,0,112
2019,2019-12-20,19.5,0,124
2019,2019-12-21,13.5,0,169
2019,2019-12-22,13.0,0,154
2019,2019-12-23,20.5,0,159
2019,2019-12-24,16.0,0,117
2019,2019-12-25,3.0,0,19
2019,2019-12-26,15.0,0,114
2019,2019-12-27,16.0,0,106
2019,2019-12-28,13.5,0,113
2019,2019-12-29,10.5,0,90
2019,2019-12-30,14.0,0,93
2019,2019-12-31,15.5,0,75
2020,2020-01-01,7.0,0,57
2020,2020-01-02,16.0,0,80
2020,2020-01-03,16.0,0,83
2020,2020-01-04,12.0,0,100
2020,2020-01-05,9.0,0,75
2020,2020-01-06,16.0,0,70
2020,2020-01-07,17.5,0,72
2020,2020-01-08,17.0,0,71
2020,2020-01-09,17.0,0,75
2020,2020-01-10,18.0,0,84
2020,2020-01-11,16.0,0,102
2020,2020-01-12,10.5,0,80
2020,2020-01-13,15.5,0,71
2020,2020-01-14,15.0,0,68
2020,2020-01-15,16.0,0,75
2020,2020-01-16,15.5,0,73
2020,2020-01-17,14.0,0,77
2020,2020-01-18,12.0,0,77
2020,2020-01-19,9.0,0,76
2020,2020-01-20,11.5,0,79
2020,2020-01-21,14.0,0,58
2020,2020-01-22,15.5,0,69
2020,2020-01-23,16.5,0,64
2020,2020-01-24,17.0,0,78
2020,2020-01-25,10.0,0,72
2020,2020-01-26,9.0,0,73
2020,2020-01-27,15.0,0,60
2020,2020-01-28,13.0,0,69
2020,2020-01-29,14.5,0,74
2020,2020-01-30,15.5,0,76
2020,2020-01-31,18.5,0,96
2020,2020-02-01,15.0,0,99
2020,2020-02-02,8.5,0,71
2020,2020-02-03,16.0,0,71
2020,2020-02-04,15.0,0,74
2020,2020-02-05,14.0,0,89
2020,2020-02-06,14.0,0,74
2020,2020-02-07,16.0,0,98
2020,2020-02-08,14.5,0,112
2020,2020-02-09,11.0,0,93
2020,2020-02-10,16.0,0,84
2020,2020-02-11,15.0,0,92
2020,2020-02-12,16.0,0,89
2020,2020-02-13,15.0,0,108
2020,2020-02-14,17.0,0,105
2020,2020-02-15,12.0,0,112
2020,2020-02-16,10.0,0,103
2020,2020-02-17,11.0,0,102
2020,2020-02-18,14.0,0,94
2020,2020-02-19,15.0,0,104
2020,2020-02-20,15.5,0,96
2020,2020-02-21,14.5,0,100
2020,2020-02-22,11.0,0,112
2020,2020-02-23,10.0,0,77
2020,2020-02-24,14.0,0,69
2020,2020-02-25,10.0,0,46
2020,2020-02-26,15.5,0,72
2020,2020-02-27,16.0,0,77
2020,2020-02-28,15.0,0,85
2020,2020-02-29,12.0,0,104
2020,2020-03-01,8.5,0,77
2020,2020-03-02,13.0,0,70
2020,2020-03-03,14.0,0,71
2020,2020-03-04,14.5,0,67
2020,2020-03-05,13.0,0,69
2020,2020-03-06,15.0,0,83
2020,2020-03-07,12.0,0,104
2020,2020-03-08,8.5,0,74
2020,2020-03-09,13.5,0,70
2020,2020-03-10,13.0,0,63
2020,2020-03-11,12.0,0,63
2020,2020-03-12,13.0,0,70
2020,2020-03-13,14.0,0,74
2020,2020-03-14,9.5,0,68
2020,2020-03-15,5.0,0,53
2020,2020-03-16,8.0,0,46
2020,2020-03-17,6.5,0,38
2020,2020-03-18,6.0,0,37
2020,2020-03-19,5.0,0,33
2020,2020-03-20,4.0,0,28
2020,2020-03-21,2.0,0,23
2020,2020-03-22,2.0,0,28
2020,2020-03-23,3.0,0,21
2020,2020-03-24,3.0,0,25
2020,2020-03-25,3.0,0,33
2020,2020-03-26,2.0,0,24
2020,2020-03-27,2.0,0,25
2020,2020-03-28,1.0,0,27
2020,2020-03-29,1.0,0,23
2020,2020-03-30,2.0,0,20
2020,2020-03-31,2.0,0,20
2020,2020-04-01,2.0,0,22
2020,2020-04-02,2.0,0,24
2020,2020-04-03,2.0,0,28
2020,2020-04-04,1.0,0,27
2020,2020-04-05,1.0,0,22
2020,2020-04-06,2.0,0,21
2020,2020-04-07,2.0,0,22
2020,2020-04-08,2.0,0,25
2020,2020-04-09,1.5,0,24
2020,2020-04-10,2.0,0,25
2020,2020-04-11,1.0,0,26
2020,2020-04-12,1.0,0,7
2020,2020-04-13,1.0,0,17
2020,2020-04-14,2.0,0,24
2020,2020-04-15,2.0,0,26
2020,2020-04-16,2.0,0,25
2020,2020-04-17,2.0,0,26
2020,2020-04-18,1.0,0,22
2020,2020-04-19,2.0,0,18
2020,2020-04-20,2.0,0,18
2020,2020-04-21,2.0,0,22
2020,2020-04-22,2.0,0,23
2020,2020-04-23,2.0,0,25
2020,2020-04-24,2.0,0,25
2020,2020-04-25,2.0,0,28
2020,2020-04-26,1.0,0,22
2020,2020-04-27,2.0,0,27
2020,2020-04-28,3.0,0,26
2020,2020-04-29,2.0,0,23
2020,2020-04-30,2.0,0,21
2020,2020-05-01,3.0,0,28
2020,2020-05-02,2.0,0,26
2020,2020-05-03,2.0,0,23
2020,2020-05-04,2.0,0,25
2020,2020-05-05,3.0,0,24
2020,2020-05-06,2.0,0,24
2020,2020-05-07,3.0,0,25
2020,2020-05-08,3.0,0,25
2020,2020-05-09,2.0,0,26
2020,2020-05-10,2.0,0,24
2020,2020-05-11,3.0,0,25
2020,2020-05-12,3.0,0,25
2020,2020-05-13,3.0,0,25
2020,2020-05-14,3.0,0,26
2020,2020-05-15,3.0,0,26
2020,2020-05-16,2.0,0,26
2020,2020-05-17,1.0,0,25
2020,2020-05-18,3.0,0,39
2020,2020-05-19,3.0,0,31
2020,2020-05-20,3.0,0,27
2020,2020-05-21,3.0,0,31
2020,2020-05-22,4.0,0,30
2020,2020-05-23,2.0,0,27
2020,2020-05-24,2.0,0,28
2020,2020-05-25,2.0,0,23
2020,2020-05-26,3.0,0,25
2020,2020-05-27,3.0,0,25
2020,2020-05-28,3.0,0,27
2020,2020-05-29,4.0,0,29
2020,2020-05-30,3.0,0,27
2020,2020-05-31,2.0,0,24
2020,2020-06-01,4.0,0,26
2020,2020-06-02,4.0,0,23
2020,2020-06-03,3.0,0,24
2020,2020-06-04,4.0,0,24
2020,2020-06-05,3.0,0,24
2020,2020-06-06,3.0,0,25
2020,2020-06-07,2.0,0,23
2020,2020-06-08,4.0,0,35
2020,2020-06-09,4.0,0,32
2020,2020-06-10,5.0,0,36
2020,2020-06-11,4.0,0,36
2020,2020-06-12,4.0,0,32
2020,2020-06-13,3.0,0,34
2020,2020-06-14,2.0,0,31
2020,2020-06-15,4.0,0,33
2020,2020-06-16,4.0,0,33
2020,2020-06-17,5.0,0,33
2020,2020-06-18,4.0,0,37
2020,2020-06-19,4.0,0,36
2020,2020-06-20,3.0,0,38
2020,2020-06-21,2.0,0,26
2020,2020-06-22,6.0,0,38
2020,2020-06-23,6.0,0,35
2020,2020-06-24,6.0,0,40
2020,2020-06-25,5.0,0,36
2020,2020-06-26,6.0,0,39
2020,2020-06-27,4.0,0,42
2020,2020-06-28,3.0,0,38
2020,2020-06-29,5.0,0,38
2020,2020-06-30,6.5,0,41
2020,2020-07-01,6.0,0,41
2020,2020-07-02,6.0,0,40
2020,2020-07-03,5.0,0,48
2020,2020-07-04,3.5,0,33
2020,2020-07-05,5.0,0,35
2020,2020-07-06,6.0,0,35
2020,2020-07-07,7.0,0,42
2020,2020-07-08,7.0,0,39
2020,2020-07-09,6.0,0,39
2020,2020-07-10,5.0,0,33
2020,2020-07-11,5.0,0,49
2020,2020-07-12,4.0,0,38
2020,2020-07-13,6.0,0,42
2020,2020-07-14,7.0,0,38
2020,2020-07-15,7.0,0,40
2020,2020-07-16,7.0,0,40
2020,2020-07-17,7.0,0,47
2020,2020-07-18,4.5,0,40
2020,2020-07-19,3.5,0,34
2020,2020-07-20,6.0,0,38
2020,2020-07-21,6.0,0,39
2020,2020-07-22,6.5,0,40
2020,2020-07-23,8.0,0,44
2020,2020-07-24,7.0,0,46
2020,2020-07-25,5.0,0,44
2020,2020-07-26,5.0,0,41
2020,2020-07-27,6.5,0,37
2020,2020-07-28,8.0,0,43
2020,2020-07-29,7.0,0,43
2020,2020-07-30,7.0,0,41
2020,2020-07-31,7.5,0,45
2020,2020-08-01,5.0,0,45
2020,2020-08-02,4.0,0,40
2020,2020-08-03,7.0,0,42
2020,2020-08-04,7.0,0,30
2020,2020-08-05,7.0,0,42
2020,2020-08-06,7.0,0,42
2020,2020-08-07,7.0,0,45
2020,2020-08-08,6.0,0,47
2020,2020-08-09,5.0,0,37
2020,2020-08-10,6.0,0,38
2020,2020-08-11,7.0,0,38
2020,2020-08-12,7.0,0,44
2020,2020-08-13,7.0,0,43
2020,2020-08-14,6.0,0,44
2020,2020-08-15,5.0,0,43
2020,2020-08-16,4.0,0,41
2020,2020-08-17,5.5,0,38
2020,2020-08-18,7.0,0,40
2020,2020-08-19,6.0,0,39
2020,2020-08-20,8.0,0,45
2020,2020-08-21,8.5,0,50
2020,2020-08-22,6.0,0,46
2020,2020-08-23,4.0,0,44
2020,2020-08-24,7.0,0,40
2020,2020-08-25,7.0,0,40
2020,2020-08-26,7.0,0,40
2020,2020-08-27,7.0,0,39
2020,2020-08-28,6.0,0,36
2020,2020-08-29,5.0,0,48
2020,2020-08-30,4.0,0,39
2020,2020-08-31,7.0,0,38
2020,2020-09-01,7.5,0,39
2020,2020-09-02,7.0,0,41
2020,2020-09-03,7.0,0,40
2020,2020-09-04,7.5,0,44
2020,2020-09-05,6.0,0,45
2020,2020-09-06,4.0,0,36
2020,2020-09-07,4.0,0,41
2020,2020-09-08,8.0,0,38
2020,2020-09-09,8.0,0,44
2020,2020-09-10,7.0,0,43
2020,2020-09-11,7.0,0,48
2020,2020-09-12,7.0,0,56
2020,2020-09-13,5.0,0,47
2020,2020-09-14,6.0,0,43
2020,2020-09-15,7.0,0,42
2020,2020-09-16,7.0,0,41
2020,2020-09-17,7.0,0,40
2020,2020-09-18,7.0,0,43
2020,2020-09-19,6.0,0,58
2020,2020-09-20,4.0,0,43
2020,2020-09-21,6.0,0,35
2020,2020-09-22,7.0,0,37
2020,2020-09-23,8.0,0,42
2020,2020-09-24,8.0,0,42
2020,2020-09-25,9.0,0,50
2020,2020-09-26,6.5,0,60
2020,2020-09-27,5.0,0,48
2020,2020-09-28,5.0,0,48
2020,2020-09-29,6.0,0,36
2020,2020-09-30,7.0,0,39
2020,2020-10-01,7.0,0,42
2020,2020-10-02,7.5,0,46
2020,2020-10-03,7.0,0,62
2020,2020-10-04,4.0,0,45
2020,2020-10-05,7.0,0,39
2020,2020-10-06,8.0,0,38
2020,2020-10-07,8.0,0,40
2020,2020-10-08,8.0,0,41
2020,2020-10-09,7.5,0,46
2020,2020-10-10,7.0,0,58
2020,2020-10-11,6.0,0,49
2020,2020-10-12,4.5,0,42
2020,2020-10-13,7.0,0,37
2020,2020-10-14,8.0,0,41
2020,2020-10-15,7.0,0,40
2020,2020-10-16,7.0,0,40
2020,2020-10-17,6.5,0,67
2020,2020-10-18,5.0,0,51
2020,2020-10-19,7.0,0,36
2020,2020-10-20,8.0,0,38
2020,2020-10-21,7.0,0,38
2020,2020-10-22,8.5,0,40
2020,2020-10-23,9.0,0,48
2020,2020-10-24,7.0,0,60
2020,2020-10-25,5.0,0,50
2020,2020-10-26,6.5,0,35
2020,2020-10-27,8.5,0,42
2020,2020-10-28,6.0,0,40
2020,2020-10-29,6.0,0,36
2020,2020-10-30,8.0,0,50
2020,2020-10-31,6.0,0,52
2020,2020-11-01,5.0,0,45
2020,2020-11-02,7.0,0,40
2020,2020-11-03,7.0,0,39
2020,2020-11-04,7.0,0,35
2020,2020-11-05,7.0,0,36
2020,2020-11-06,7.0,0,44
2020,2020-11-07,6.0,0,55
2020,2020-11-08,5.0,0,49
2020,2020-11-09,6.0,0,35
2020,2020-11-10,7.0,0,35
2020,2020-11-11,7.0,0,51
2020,2020-11-12,7.0,0,36
2020,2020-11-13,7.0,0,48
2020,2020-11-14,6.0,0,61
2020,2020-11-15,5.0,0,49
2020,2020-11-16,6.0,0,38
2020,2020-11-17,7.5,0,37
2020,2020-11-18,7.0,0,39
2020,2020-11-19,7.0,0,40
2020,2020-11-20,7.0,0,46
2020,2020-11-21,6.0,0,62
2020,2020-11-22,4.0,0,53
2020,2020-11-23,7.0,0,41
2020,2020-11-24,7.0,0,42
2020,2020-11-25,6.0,0,39
2020,2020-11-26,1.0,0,6
2020,2020-11-27,6.5,0,81
2020,2020-11-28,5.0,0,64
2020,2020-11-29,5.5,0,55
